doc_id,vader_neg,vader_neu,vader_pos,vader_compound
vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050628_orionini_html,0.013,0.722,0.266,0.9999
vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050630_bishops_pallium_html,0.006,0.774,0.22,0.9997
vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050630_deleg_costantinopoli_html,0.047,0.765,0.189,0.9995
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050505_castel_gandolfo_html,0.0,0.804,0.196,0.9931
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050506_guardia_svizzera_html,0.005,0.787,0.208,0.9991
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050507_bishops_sri_lanka_html,0.06,0.78,0.161,0.9983
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050511_prayer_guadalupe_html,0.017,0.761,0.222,0.9921
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050512_diplomatic_corps_html,0.031,0.805,0.164,0.9983
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050513_roman_clergy_html,0.028,0.797,0.175,1.0
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050513_vicariato_roma_html,0.004,0.833,0.163,0.9928
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050516_beatificazione_html,0.033,0.764,0.202,0.9994
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050519_ambassador_macedonia_html,0.021,0.762,0.217,0.9997
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050519_film_wojtyla_html,0.094,0.752,0.154,0.9947
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050519_onorificenza_austriaca_html,0.02,0.742,0.238,0.9982
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050520_ecclesiastical_academy_html,0.018,0.818,0.164,0.9988
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050521_ad_limina_rwanda_html,0.018,0.785,0.197,0.9987
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050521_segreteria_stato_html,0.006,0.834,0.16,0.9975
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050523_minister_macedonia_html,0.003,0.748,0.249,0.999
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050523_president_bulgaria_html,0.02,0.783,0.197,0.9987
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050528_burundi_html,0.034,0.759,0.207,0.9989
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050530_cei_html,0.031,0.777,0.192,0.9999
vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050531_rosary_may_html,0.0,0.82,0.18,0.999
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051105_adlimina_austria_html,0.02,0.782,0.198,0.9998
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051107_lutheran_federation_html,0.027,0.828,0.145,0.9965
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051112_ambassador_usa_html,0.057,0.727,0.216,0.9989
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051112_bulgaria_ad_limina_html,0.014,0.765,0.221,0.9995
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051112_chiesa_caldea_html,0.008,0.749,0.243,0.9985
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051113_beatifications_html,0.02,0.798,0.182,0.999
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051114_simon_wiesenthal_html,0.047,0.704,0.249,0.9936
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051117_film_jpii_html,0.032,0.778,0.191,0.9987
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051119_pastorale_salute_html,0.041,0.75,0.209,0.9998
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051121_academies_html,0.007,0.837,0.156,0.9985
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051124_conference_fao_html,0.053,0.765,0.181,0.9989
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051125_universita_sacro_cuore_html,0.021,0.798,0.181,0.9999
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051126_adlimina_polonia_html,0.022,0.794,0.184,0.9999
vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051128_sudan_html,0.081,0.698,0.22,0.9918
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051001_pauline_family_html,0.003,0.801,0.196,0.9995
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051003_synod_bishops_html,0.041,0.754,0.206,0.9999
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051009_beatif_von_galen_html,0.023,0.746,0.232,0.9988
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051015_meeting_children_html,0.037,0.759,0.204,0.9999
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051016_polish_television_html,0.046,0.761,0.193,0.9998
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051016_prize_jp_ii_html,0.097,0.695,0.208,0.9817
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051017_bishops_ethiopia_eritrea_html,0.053,0.767,0.18,0.9989
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051020_concerto_baviera_html,0.008,0.782,0.21,0.9987
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051022_concerto_sistina_html,0.0,0.734,0.266,0.9995
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051022_pranzo_sinodo_html,0.007,0.803,0.19,0.9991
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051024_pilgrims_canonization_html,0.027,0.753,0.22,0.9997
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051029_beatif_tapies_ginard_html,0.003,0.776,0.221,0.9982
vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051031_arinze_html,0.006,0.724,0.27,0.9954
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050908_ad_limina_mexico_html,0.022,0.848,0.13,0.999
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050910_31_stormo_aeronautica_html,0.005,0.754,0.24,0.9985
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050915_ad_limina_mexico_ii_html,0.038,0.807,0.155,0.9991
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050915_rabbini_israele_html,0.034,0.799,0.167,0.9963
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050916_40_dei_verbum_html,0.02,0.799,0.181,0.9993
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050919_new_bishops_html,0.012,0.766,0.222,0.9998
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050923_ad_limina_mexico_iii_html,0.038,0.73,0.232,0.9998
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050923_ambassador_mexico_html,0.038,0.74,0.221,0.9998
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050923_ville_pontificie_html,0.0,0.735,0.265,0.9982
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050926_communities_castel_gandolfo_html,0.003,0.757,0.24,0.9987
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050929_ad_limina_mexico_iv_html,0.027,0.731,0.242,0.9999
vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050930_ospedale_bambino_gesu_html,0.038,0.729,0.234,0.9997
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060401_cath_educ_html,0.002,0.815,0.183,0.9997
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060402_rosary_html,0.035,0.734,0.231,0.9996
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060403_ivory_coast_html,0.029,0.795,0.177,0.9995
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060406_xxi_wyd_html,0.03,0.78,0.19,1.0
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060408_znak_html,0.005,0.757,0.238,0.9983
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060410_univ_2006_html,0.008,0.783,0.209,0.9995
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060414_via_crucis_colosseo_html,0.108,0.733,0.159,0.9875
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060421_natale_roma_html,0.013,0.761,0.226,0.9995
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060422_gesuiti_html,0.004,0.831,0.165,0.9995
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060424_ghana_html,0.026,0.808,0.166,0.9994
vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060427_pont_comm_biblica_html,0.024,0.747,0.229,0.9998
vatican__benedict-xvi__en__speeches_2006_august_documents_hf_ben_xvi_spe_20060805_intervista_html,0.038,0.78,0.182,1.0
vatican__benedict-xvi__en__speeches_2006_august_documents_hf_ben_xvi_spe_20060819_opera_peguy_html,0.046,0.772,0.182,0.998
vatican__benedict-xvi__en__speeches_2006_august_documents_hf_ben_xvi_spe_20060831_sacerdoti_albano_html,0.032,0.795,0.173,1.0
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061201_ringraziamento_html,0.026,0.83,0.144,0.8807
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061208_piazza_spagna_html,0.059,0.707,0.234,0.9992
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061209_giuristi_cattolici_html,0.041,0.81,0.149,0.9994
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061210_parrocchia_giovani_html,0.0,0.655,0.345,0.9997
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061210_parrocchia_torrino_html,0.006,0.734,0.26,0.9968
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_amb_kyrgyz_rep_html,0.018,0.724,0.257,0.9997
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_ambassador_denmark_html,0.055,0.677,0.268,0.9996
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_ambassador_lesotho_html,0.035,0.739,0.226,0.9995
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_ambassador_mozambique_html,0.039,0.736,0.225,0.9996
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_ambassador_syria_html,0.072,0.723,0.204,0.9991
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_ambassador_uganda_html,0.038,0.677,0.285,0.9998
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_archbishop_athens_html,0.024,0.814,0.162,0.9994
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_common_declaration_html,0.031,0.746,0.224,0.9997
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_new_ambassadors_html,0.074,0.753,0.173,0.9965
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_universitari_html,0.0,0.757,0.243,0.9998
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061215_catholic_coptic_html,0.01,0.79,0.201,0.9996
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061216_musei_vaticani_html,0.014,0.795,0.191,0.9996
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061218_bnai_brith_intern_html,0.013,0.712,0.276,0.9988
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061221_acr_html,0.013,0.706,0.28,0.9997
vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061222_curia_romana_html,0.044,0.782,0.174,1.0
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060206_bishops_congo_ii_html,0.029,0.749,0.222,0.9999
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060210_doctrine_faith_html,0.027,0.68,0.293,0.9999
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060211_xiv_world_day_sick_html,0.099,0.709,0.192,0.9985
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060217_civilta_cattolica_html,0.024,0.768,0.208,0.9996
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060218_deacons_rome_html,0.044,0.725,0.231,0.9998
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060220_ad_limina_africa_html,0.016,0.755,0.229,0.9999
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060220_foundation_jpii_html,0.005,0.803,0.191,0.9952
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060220_morocco_ambassador_html,0.055,0.717,0.229,0.9995
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060224_bosnia_erzegovina_html,0.034,0.743,0.223,0.9997
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060225_circolo_s_pietro_html,0.0,0.75,0.25,0.9993
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060225_rome_police_html,0.021,0.765,0.214,0.999
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060225_seminario_maggiore_html,0.007,0.742,0.25,0.9998
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060227_apostoliki_diakonia_html,0.034,0.721,0.245,0.9996
vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060227_embrione_umano_html,0.015,0.848,0.137,0.9994
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060105_addetti_anticamera_html,0.003,0.769,0.228,0.9994
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060105_presepe_netturbini_html,0.012,0.75,0.238,0.9997
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060107_alliance_reformed_churches_html,0.017,0.809,0.173,0.9976
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060107_gentiluomini_html,0.006,0.735,0.259,0.9993
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060109_diplomatic_corps_html,0.086,0.637,0.277,1.0
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060112_admin_roma_lazio_html,0.039,0.826,0.135,0.9987
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060112_neocatecumenali_html,0.022,0.835,0.143,0.9977
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060113_sediari_pontifici_html,0.0,0.823,0.177,0.9985
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060114_pubblica_sicurezza_html,0.018,0.707,0.276,0.9995
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060116_rabbino_roma_html,0.027,0.721,0.252,0.9994
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060119_delegation_finland_html,0.0,0.774,0.226,0.9976
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060120_collegio_capranica_html,0.022,0.721,0.257,0.9996
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060123_cor_unum_html,0.05,0.731,0.218,0.9997
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060126_ecumenical_assembly_html,0.019,0.796,0.186,0.9992
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060127_acli_html,0.044,0.799,0.157,0.999
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060127_bishops_congo_html,0.026,0.762,0.212,0.9999
vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060128_roman_rota_html,0.041,0.757,0.202,0.9999
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060706_ad_limina_croazia_html,0.032,0.728,0.24,0.9999
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060708_incontro_festivo_html,0.029,0.677,0.294,1.0
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060708_preghiera_html,0.086,0.813,0.101,0.0559
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060708_valencia_arrival_html,0.033,0.769,0.198,0.9978
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060709_valencia_congedo_html,0.0,0.767,0.233,0.9961
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060723_parrocchia_rhemes_html,0.111,0.661,0.228,0.9994
vatican__benedict-xvi__en__speeches_2006_july_documents_hf_ben_xvi_spe_20060728_castel_gandolfo_html,0.0,0.676,0.324,0.9933
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060601_patrons_arts_html,0.01,0.695,0.295,0.9986
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060601_sinodo_vescovi_html,0.011,0.764,0.225,0.9995
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060602_accademia_ecclesiastica_html,0.002,0.824,0.174,0.9989
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060602_media_cei_html,0.012,0.78,0.208,0.9994
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060605_convegno_diocesano_html,0.039,0.693,0.269,1.0
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060617_ass_pietro_paolo_html,0.011,0.76,0.229,0.9992
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060622_roaco_html,0.05,0.72,0.23,0.9992
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060623_ad_limina_baltico_html,0.019,0.802,0.18,0.9994
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060624_fondazione_bartolucci_html,0.003,0.822,0.175,0.9989
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060629_costantinopoli_html,0.004,0.788,0.208,0.9993
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060630_ambassador_uruguay_html,0.057,0.709,0.234,0.9997
vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060630_metropolitan_archbishops_html,0.008,0.838,0.154,0.9992
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060302_roman_clergy_html,0.044,0.765,0.191,1.0
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060303_vatican_radio_html,0.028,0.75,0.222,0.9999
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060304_ucid_html,0.042,0.708,0.25,0.9997
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060311_ad_gentes_html,0.034,0.789,0.177,0.9996
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060311_spiritual_exercises_html,0.013,0.851,0.136,0.9971
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060311_universitari_html,0.009,0.734,0.257,0.9996
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060316_jewish_committee_html,0.0,0.726,0.274,0.9975
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060317_pccs_html,0.033,0.733,0.234,0.9993
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060318_ad_limina_camerun_html,0.035,0.777,0.188,0.9997
vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060318_intern_organizations_html,0.095,0.704,0.202,0.9965
